latitude,type,name,longitude
32.7992,Load Node,PACFCBCH_6_N001,-117.24
32.7992,Load Node,PACFCBCH_6_N004,-117.24
40.1026,Load Node,GRBRVLLE_6_N001,-123.79
32.7908,Load Node,MURRAY_6_N001,-117.02
32.7908,Load Node,MURRAY_6_N004,-117.02
32.7908,Load Node,MURRAY_6_N005,-117.02
32.7908,Load Node,MURRAY_6_N015,-117.02
40.8198,Load Node,RUSSRCH_6_N001,-123.83
37.4903,Load Node,REDWOOD_6_N002,-122.21
37.4903,Load Node,REDWOOD_6_N005,-122.21
37.4903,Load Node,REDWOOD_6_N006,-122.21
37.4903,Load Node,REDWOOD_6_N007,-122.21
37.4903,Load Node,REDWOOD_6_N001,-122.21
32.7951,Load Node,GARFIELD_6_N001,-117
39.06,Load Node,DAVIS_1_N001,-121.71
39.06,Load Node,DAVIS_1_N007,-121.71
39.06,Generation Node,DAVIS_1_N018,-121.71
39.06,Load Node,DAVIS_1_N012,-121.71
37.5946,Load Node,PACIFICA_6_N001,-122.49
37.5946,Load Node,PACIFICA_6_N003,-122.49
37.0551,Load Node,SNTARTA_6_N001,-120.63
33.0181,Load Node,CREELMAN_6_N004,-116.85
33.0181,Load Node,CREELMAN_6_N001,-116.85
33.0181,Load Node,CREELMAN_6_N014,-116.85
32.9111,Load Node,SCRIPPS_6_N001,-117.11
32.9111,Load Node,SCRIPPS_6_N008,-117.11
32.9111,Load Node,SCRIPPS_6_N013,-117.11
39.0693,Load Node,BARRY_6_N001,-121.69
36.7796,Load Node,SANLUSRY_6_N013,-120.73
36.7796,Load Node,SANLUSRY_6_N014,-120.73
36.7796,Load Node,SANLUSRY_6_N101,-120.73
36.8615,Load Node,SANLUSRY_6_N201,-120.78
37.43,Generation Node,STANDFD2_1_N011,-122.17
33.2472,Load Node,WARNERS_6_N001,-116.68
38.8293,Load Node,EAGLROCK_2_N001,-122.81
38.8293,Load Node,EAGLROCK_2_N012,-122.81
33.2859,Load Node,RINCON_6_N001,-116.96
38.4901,Load Node,RINCON_6_N008,-122.67
37.6917,Load Node,DALYCTY_1_N001,-122.46
37.6917,Load Node,DALYCTY_1_N005,-122.46
36.7489,Load Node,LAGUNITS_6_N001,-121.61
32.7954,Generation Node,CPELCAJN_7_B1,-116.97
33.1011,Load Node,BATIQTOS_1_N001,-117.25
33.1011,Load Node,BATIQTOS_1_N008,-117.25
33.1011,Load Node,BATIQTOS_1_N015,-117.25
38.3436,Load Node,SLMNCRK_6_N001,-123.04
37.6539,Load Node,ESTGRND_1_N001,-122.4
37.6539,Load Node,ESTGRND_1_N005,-122.4
37.6539,Load Node,ESTGRND_1_N009,-122.4
37.8558,Load Node,VALLYHM_1_N001,-120.94
37.8558,Generation Node,VALLYHM_1_N004,-120.94
33.1228,Load Node,PALOMAR_1_N001,-117.29
33.1228,Load Node,PALOMAR_1_N004,-117.29
33.1228,Load Node,PALOMAR_1_N013,-117.29
38.79,Load Node,BRKRSLG_1_N005,-121.55
33.1105,Load Node,SANTYSBL_6_N001,-116.67
37.8422,Load Node,AVENA_1_N001,-121.05
37.4772,Load Node,BLLEHVN_6_N001,-122.17
37.4772,Load Node,BLLEHVN_6_N002,-122.17
37.4772,Load Node,BLLEHVN_6_N004,-122.17
37.4772,Load Node,BLLEHVN_6_N006,-122.17
37.4772,Load Node,BLLEHVN_6_N007,-122.17
37.4772,Generation Node,BLLEHVN_6_N009,-122.17
38.9248,Load Node,DUNNIGAN_6_N001,-121.99
37.6917,Load Node,SERRMNTE_1_N011,-122.46
32.8652,Load Node,DESCANSO_6_N001,-116.63
36.7315,Load Node,GABILAN_6_N001,-121.61
33.1415,Load Node,SHADOWR_1_N001,-117.24
33.1415,Load Node,SHADOWR_1_N006,-117.24
33.1415,Load Node,SHADOWR_1_N008,-117.24
33.1374,Load Node,CANNON_1_N001,-117.33
33.1374,Load Node,CANNON_1_N004,-117.33
33.137,Generation Node,ENCINA1_7_B1,-117.34
33.137,Generation Node,ENCINA2_7_B1,-117.34
33.137,Generation Node,ENCINA3_7_B1,-117.34
33.137,Generation Node,ENCINA4_7_B1,-117.34
33.137,Generation Node,ENCINAGT_7_B11,-117.34
33.12,Generation Node,ENCINA_1_B1,-117.32
33.137,Load Node,ENCINA_1_N001,-117.34
33.137,Load Node,ENCINA_1_N049,-117.34
32.7842,Generation Node,MISSON_1_N015,-117.14
37.72,Load Node,RIPON_1_N001,-121.13
37.7111,Load Node,SNLNDRO_1_N027,-122.15
37.7111,Load Node,SNLNDRO_1_N001,-122.15
37.7111,Load Node,SNLNDRO_1_N014,-122.15
37.7111,Load Node,SNLNDRO_1_N017,-122.15
37.2532,Load Node,GUSTINE_6_N001,-121.01
37.2532,Load Node,GUSTINE_6_N002,-121.01
39.5829,Load Node,JACINTO_6_N001,-122.01
33.2533,Load Node,LILAC_6_N001,-117.09
33.2533,Load Node,LILAC_6_N010,-117.09
33.0896,Load Node,NCMETER_1_N001,-117.2
33.0216,Load Node,BERNARDO_6_N001,-117.1
33.0216,Load Node,BERNARDO_6_N002,-117.1
33.0216,Load Node,BERNARDO_6_N009,-117.1
33.0216,Load Node,BERNARDO_6_N013,-117.1
33.0216,Load Node,BERNARDO_6_N014,-117.1
33.137,Generation Node,ENCINA5_7_B1,-117.34
37.9471,Load Node,STKTONA_1_N001,-121.29
37.9471,Load Node,STKTONA_1_N003,-121.29
32.8045,Load Node,GRANITE_6_N001,-116.92
32.8045,Load Node,GRANITE_6_N007,-116.92
32.8045,Load Node,GRANITE_6_N008,-116.92
32.8045,Load Node,GRANITE_6_N009,-116.92
33.2307,Load Node,VALCNTR_6_N001,-117.02
37.59,Generation Node,MARTINC_1_B1,-122.38
37.746,Load Node,BAYSHOR1_1_N001,-122.4
37.746,Load Node,BAYSHOR2_1_N001,-122.4
37.46,Load Node,POTRERO_1_N001,-122.4
37.46,Load Node,POTRERO_1_N013,-122.4
37.46,Load Node,POTRERO_1_N016,-122.4
32.5622,Load Node,SANYSDRO_6_N001,-117.03
32.5622,Load Node,SANYSDRO_6_N004,-117.03
37.0664,Load Node,CANAL_6_N001,-120.84
38.71,Generation Node,WOODLD_1_B1,-121.79
38.6782,Load Node,WOODLD_1_N001,-121.76
38.6782,Load Node,WOODLD_1_N005,-121.76
38.6782,Load Node,WOODLD_1_N012,-121.76
33.13,Generation Node,ENCINA_2_B1,-117.35
38.9568,Generation Node,HALSEYF_7_B1,-121.05
38.9568,Load Node,HALSEYF_7_N001,-121.05
34.4878,Generation Node,GOLETA_6_N002,-119.88
34.4878,Generation Node,GOLETA_6_N003,-119.88
34.4878,Generation Node,GOLETA_6_N004,-119.88
34.4878,Generation Node,GOLETA_6_N022,-119.88
34.4878,Generation Node,GOLETA_6_N100,-119.88
34.4878,Load Node,GOLETA_6_N200,-119.88
39.11,Load Node,POST_1_N001,-121.64
32.7415,Generation Node,POINTLMA_6_N001,-117.23
32.7415,Load Node,POINTLMA_6_N013,-117.23
32.7415,Load Node,POINTLMA_6_N014,-117.23
32.7415,Generation Node,POINTLMA_6_N021,-117.23
39.0261,Load Node,PLUMAS_6_N001,-121.54
38.76,Load Node,MOBILCHE_1_N001,-121.76
37.78,Load Node,EMBRCDR_2_N001,-122.38
37.78,Load Node,EMBRCDR_2_N008,-122.38
37.78,Generation Node,EMBRCDR_2_N010,-122.38
37.78,Load Node,EMBRCDR_2_N101,-122.38
37.78,Load Node,EMBRCDR_2_N104,-122.38
37.61,Load Node,SFIA-MA_1_N001,-122.44
40.7912,Generation Node,CEDRCRK_6_N001,-121.94
40.7912,Load Node,CEDRCRK_6_N101,-121.94
38.5516,Load Node,DEEPWATR_1_N104,-121.56
38.5516,Load Node,DEEPWATR_1_N101,-121.56
36.9923,Load Node,PAULSWT_1_N001,-121.98
36.9923,Load Node,PAULSWT_1_N004,-121.98
36.9923,Generation Node,PAULSWT_1_N013,-121.98
36.9923,Load Node,PAULSWT_1_N101,-121.98
32.7456,Load Node,STREAMVW_6_N001,-117.08
32.7456,Load Node,STREAMVW_6_N007,-117.08
38.5893,Load Node,WSCRMNO_1_N004,-121.55
38.5893,Load Node,WSCRMNO_1_N013,-121.55
38.5893,Load Node,WSCRMNO_1_N201,-121.55
38.9821,Load Node,TUDOR_6_N001,-121.64
38.8444,Load Node,PENRYN_6_N001,-121.17
38.8444,Load Node,PENRYN_6_N004,-121.17
37.91,Generation Node,STNCOGNJ_1_B1,-121.2
38.12,Load Node,MREIS-Q_1_N001,-122.33
32.7549,Load Node,F_6_N001,-117.13
32.7549,Load Node,F_6_N002,-117.13
32.7549,Load Node,F_6_N005,-117.13
37.2264,Load Node,LOSGATS_6_N002,-121.98
37.2264,Load Node,LOSGATS_6_N201,-121.98
40.2138,Load Node,FRTSWRD_6_N001,-123.6
40.2138,Generation Node,FRTSWRD_6_N004,-123.6
37.0416,Load Node,CMPEVRS_1_N001,-122.03
37.0416,Load Node,CMPEVRS_1_N002,-122.03
38.091,Load Node,CARQUINZ_1_N001,-122.25
38.091,Load Node,CARQUINZ_1_N002,-122.25
32.739,Load Node,SPRNGVLY_6_N001,-117
32.739,Load Node,SPRNGVLY_6_N010,-117
39.7863,Load Node,COVELO6_6_N001,-123.25
33.0212,Load Node,ARTESN_6_N001,-117.13
37.6033,Load Node,SNANDRES_6_N001,-122.42
32.7133,Load Node,URBAN_6_N001,-117.15
32.7133,Load Node,URBAN_6_N005,-117.15
36.4295,Load Node,SOLEDAD_6_N001,-121.33
39.2095,Load Node,GRSSVLY_6_N101,-121.06
32.744,Load Node,CHOLLAS_6_N001,-117.05
32.744,Load Node,CHOLLAS_6_N008,-117.05
32.744,Load Node,CHOLLAS_6_N009,-117.05
32.7332,Load Node,KETTNER_6_N001,-117.17
32.7332,Load Node,KETTNER_6_N004,-117.17
32.7143,Load Node,B_6_N005,-117.17
32.7143,Load Node,B_6_N003,-117.17
32.7143,Load Node,B_6_N001,-117.17
32.7143,Load Node,B_6_N007,-117.17
32.5833,Load Node,IMPRLBCH_6_N004,-117.1
32.5833,Load Node,IMPRLBCH_6_N001,-117.1
32.6988,Load Node,CORONADO_6_N001,-117.17
32.6988,Load Node,CORONADO_6_N002,-117.17
38.9145,Load Node,MTNQUAR_6_N001,-121.02
32.7024,Load Node,NOISLMTR_6_N009,-117.18
32.7024,Load Node,NOISLMTR_6_N004,-117.18
32.7024,Generation Node,NOISLMTR_6_N015,-117.18
32.7024,Generation Node,NOISLMTR_6_N101,-117.18
32.8159,Load Node,ELLIOTT_6_N001,-117.09
32.8159,Load Node,ELLIOTT_6_N004,-117.09
38.7754,Load Node,ZAMORA_1_N001,-121.86
36.6244,Load Node,RSVTNRD_6_N001,-121.69
37.66,Generation Node,UALCOGN_1_N001,-122.38
37.67,Generation Node,UALTAP_1_B1,-122.42
37.5233,Load Node,BELMONT_1_N001,-122.26
37.5233,Load Node,BELMONT_1_N006,-122.26
37.5233,Load Node,BELMONT_1_N008,-122.26
36.9748,Load Node,DOSPALS_6_N001,-120.64
37.6052,Load Node,MILLBRAE_6_N001,-122.39
38.9013,Load Node,PLACER_7_N009,-121.09
37.65,Load Node,SFIA_1_N001,-122.41
37.65,Load Node,SFIA_1_N007,-122.41
37.2603,Load Node,ALMADEN_6_N001,-121.89
32.8278,Load Node,ALPINE_6_N001,-116.79
32.8278,Load Node,ALPINE_6_N005,-116.79
41.2945,Load Node,ORICK_6_N001,-124.06
32.6944,Generation Node,SAMPSON_6_N010,-117.14
32.6672,Load Node,BARRETT_6_N001,-116.7
38.8088,Load Node,CATLETT_6_N001,-121.52
32.797,Load Node,LOVELAND_6_N001,-116.79
39.1295,Load Node,ELKCREEK_6_N001,-123.71
39.1295,Generation Node,ELKCREEK_6_N003,-123.71
37.6709,Load Node,GRANTRK_6_N001,-122.16
38.9034,Load Node,AUBURN_6_N001,-121.07
32.5953,Load Node,OTAYLAKE_6_N001,-117.06
32.7842,Load Node,MISSION_6_N001,-117.14
32.7842,Load Node,MISSION_6_N031,-117.14
32.7842,Load Node,MISSION_6_N040,-117.14
32.7842,Load Node,MISSION_6_N049,-117.14
37.6052,Load Node,MILLBRAE_1_N001,-122.39
37.6052,Load Node,MILLBRAE_1_N004,-122.39
37.6052,Generation Node,MILLBRAE_1_N007,-122.39
37.6052,Load Node,MILLBRAE_1_N201,-122.39
32.5953,Generation Node,RAMCOOY_7_B1,-117.06
32.7661,Load Node,OLDTOWN_6_N001,-117.19
32.5953,Load Node,OTAY_6_N001,-117.06
32.5953,Load Node,OTAY_6_N014,-117.06
32.5953,Generation Node,OTAY_6_N017,-117.06
32.5953,Generation Node,OTAY_6_N018,-117.06
38.2311,Load Node,GRANDIS_1_N004,-121.59
38.2311,Load Node,GRANDIS_1_N009,-121.59
38.166,Load Node,HIGHWAY_1_N001,-122.25
38.166,Load Node,HIGHWAY_1_N002,-122.25
38.166,Generation Node,HIGHWAY_1_N003,-122.25
37.4969,Load Node,BAIR_1_N001,-122.21
37.5117,Load Node,SHREDDER_1_N001,-122.21
37.4037,Load Node,MONTAGUE_1_N001,-121.91
37.5117,Load Node,LONESTAR_1_N001,-122.21
37.4037,Load Node,MONTAGUE_1_N006,-121.91
37.4037,Load Node,MONTAGUE_1_N007,-121.91
37.9378,Load Node,GREENBRE_6_N001,-122.51
37.9378,Load Node,GREENBRE_6_N003,-122.51
32.6704,Load Node,NAVSTMTR_6_N001,-117.11
32.6704,Load Node,NAVSTMTR_6_N011,-117.11
37.8983,Load Node,ALTO_6_N001,-122.52
37.8983,Load Node,ALTO_6_N101,-122.52
33.3129,Load Node,LASPLGS_6_N001,-117.47
32.6731,Load Node,NATNLCTY_6_N005,-117.11
32.6731,Load Node,NATNLCTY_6_N001,-117.11
36.7489,Load Node,LAGUNATP_6_N001,-121.61
32.5663,Generation Node,CPBORDER_7_B1,-116.94
37.4573,Load Node,GLENWOOD_6_N001,-122.19
37.4573,Load Node,GLENWOOD_6_N004,-122.19
37.4573,Load Node,GLENWOOD_6_N005,-122.19
32.9937,Load Node,RCARMEL_6_N011,-117.08
32.9937,Load Node,RCARMEL_6_N001,-117.08
32.9937,Load Node,RCARMEL_6_N004,-117.08
32.6816,Load Node,DIVISION_6_N001,-117.12
32.6816,Load Node,DIVISION_6_N009,-117.12
32.7441,Load Node,JAMACHA_6_N001,-116.96
32.7441,Load Node,JAMACHA_6_N006,-116.96
32.7441,Load Node,JAMACHA_6_N015,-116.96
32.5663,Load Node,BORDER_6_N001,-116.94
32.5663,Load Node,BORDER_6_N008,-116.94
32.6816,Generation Node,NSCOGEN_7_B1,-117.12
37.0216,Load Node,CRUSHER_6_N001,-122.15
37.42,Load Node,TRIMBLE_1_N004,-121.73
37.42,Load Node,TRIMBLE_1_N010,-121.73
37.42,Load Node,TRIMBLE_1_N016,-121.73
37.42,Load Node,TRIMBLE_1_N020,-121.73
37.4329,Load Node,MENLO_6_N001,-122.2
37.4329,Load Node,MENLO_6_N002,-122.2
37.4329,Load Node,MENLO_6_N003,-122.2
37.4329,Load Node,MENLO_6_N004,-122.2
33.0685,Load Node,OMWD_6_N001,-117.14
36.903,Load Node,CICCOGN_7_N001,-121.76
36.903,Generation Node,CICCOGN_7_N002,-121.76
37.5956,Load Node,JARVIS_1_N014,-122.02
37.5956,Load Node,JARVIS_1_N016,-122.02
37.5956,Load Node,JARVIS_1_N017,-122.02
37.5956,Load Node,JARVIS_1_N101,-122.02
32.6581,Load Node,SWEETWTR_6_N017,-117.09
32.6581,Load Node,SWEETWTR_6_N018,-117.09
32.779,Load Node,FRIARS_1_N001,-117.16
32.779,Load Node,FRIARS_1_N009,-117.16
32.779,Generation Node,FRIARS_1_N010,-117.16
40.2858,Load Node,FRUITLND_6_N001,-123.84
37.4687,Load Node,HLFMNBY_6_N002,-122.43
37.4687,Load Node,HLFMNBY_6_N004,-122.43
37.4687,Load Node,HLFMNBY_6_N101,-122.43
32.7984,Load Node,GLENCLIF_6_N001,-116.5
37.55,Load Node,SHAWROAD_1_N001,-122.42
37.0309,Load Node,PTMRTTI_6_N001,-122.19
32.6532,Load Node,CAMERON_6_N001,-116.49
37.3477,Load Node,FMC_1_N001,-121.92
37.3477,Load Node,FMC_1_N003,-121.92
37.51,Load Node,AGNEW_1_N003,-121.84
37.7529,Load Node,BNTACRB_6_N001,-121.35
33.3559,Load Node,PLOALTO_1_N001,-117.11
33.3559,Load Node,PLOALTO_1_N007,-117.11
33.3559,Load Node,PLOALTO_1_N013,-117.11
33.3559,Generation Node,PLOALTO_1_N019,-117.11
37.3282,Load Node,SNJSEA_1_N001,-121.9
37.3409,Load Node,SNJOSEB_1_N009,-121.9
37.3409,Load Node,SNJOSEB_1_N001,-121.9
37.3409,Load Node,SNJOSEB_1_N005,-121.9
37.3409,Load Node,SNJOSEB_1_N013,-121.9
37.3282,Load Node,SNJSEA_1_N005,-121.9
37.3282,Load Node,SNJSEA_1_N101,-121.9
38.4127,Load Node,PNEGRVE_6_N001,-120.66
38.4127,Load Node,PNEGRVE_6_N002,-120.66
37.5515,Load Node,BAYMDWS_1_N001,-122.29
37.5515,Load Node,BAYMDWS_1_N004,-122.29
37.5515,Load Node,BAYMDWS_1_N008,-122.29
37.5515,Load Node,BAYMDWS_1_N012,-122.29
38.1901,Load Node,COLONY_6_N001,-121.18
38.8093,Load Node,KNGHTSLD_1_N001,-121.75
33.0932,Load Node,FELICITA_6_N001,-117.07
33.0932,Load Node,FELICITA_6_N005,-117.07
33.0932,Load Node,FELICITA_6_N009,-117.07
32.6316,Load Node,MONTGMRY_6_N001,-117.1
32.6316,Load Node,MONTGMRY_6_N002,-117.1
38.0055,Load Node,CHEROKEE_6_N001,-121.24
37.4362,Load Node,WOODSIDE_6_N001,-122.24
37.4362,Load Node,WOODSIDE_6_N003,-122.24
37.4362,Load Node,WOODSIDE_6_N004,-122.24
32.8545,Load Node,SANTEE_1_N001,-116.97
32.8545,Load Node,SANTEE_1_N003,-116.97
32.8545,Load Node,SANTEE_1_N004,-116.97
36.9799,Load Node,ROBROY_1_N001,-121.87
49.3127,Load Node,MERIDIAN_6_N101,-122.81
37.5869,Load Node,SUNOL_6_N001,-121.87
37.2922,Load Node,ELPATIO_1_N001,-121.94
37.2922,Load Node,ELPATIO_1_N006,-121.94
37.2922,Load Node,ELPATIO_1_N015,-121.94
37.37,Generation Node,ELPATIO_1_N019,-121.7
38.9013,Load Node,PLACER_1_N001,-121.09
37.8014,Load Node,MANTECA_1_N001,-121.22
37.8014,Load Node,MANTECA_1_N002,-121.22
37.8014,Load Node,MANTECA_1_N012,-121.22
37.8014,Load Node,MANTECA_1_N013,-121.22
37.4162,Load Node,LOCKHD2_1_N001,-122.03
37.37,Load Node,AMD_1_N001,-121.93
37.5289,Load Node,CRYSTLSG_6_N001,-122.36
37.36,Load Node,APPMAT_1_N001,-121.98
37.36,Load Node,APPMAT_1_N010,-121.98
37.3609,Load Node,MABURY_6_N001,-121.86
32.62,Generation Node,SOUTHBAY_6_B1,-117.08
37.3743,Load Node,BRITTN_1_N001,-122.02
37.3743,Load Node,BRITTN_1_N005,-122.02
37.3743,Load Node,BRITTN_1_N006,-122.02
37.3939,Load Node,LOSALTS_6_N004,-122.11
37.3939,Load Node,LOSALTS_6_N005,-122.11
37.3939,Load Node,LOSALTS_6_N101,-122.11
39.685,Load Node,LYTNVLLE_6_N001,-123.48
36.9306,Load Node,ERTA_6_N001,-121.76
38.8853,Load Node,FLINT_1_N001,-121.07
39.7615,Load Node,PARADISX_6_N001,-121.62
39.7615,Load Node,PARADISX_6_N004,-121.62
32.8598,Load Node,LOSCOCHS_6_N001,-116.9
32.8598,Load Node,LOSCOCHS_6_N033,-116.9
32.8598,Load Node,LOSCOCHS_6_N034,-116.9
38.9474,Load Node,BELLPGE_1_N001,-121.09
38.9474,Load Node,BELLPGE_1_N005,-121.09
32.7842,Generation Node,MISSION_2_N035,-117.14
32.8549,Load Node,CARLTNHS_1_N001,-117.01
32.8549,Load Node,CARLTNHS_1_N004,-117.01
32.8549,Generation Node,CARLTNHS_1_N011,-117.01
32.8549,Generation Node,CARLTNHS_1_N012,-117.01
37.53,Generation Node,KIFER_1_B1,-121.77
38.19,Load Node,JMSCNPMP_1_N001,-122.47
32.8045,Load Node,GRNTHLL_1_N001,-116.92
37.85,Load Node,VIERRA_1_N001,-121.24
37.5896,Load Node,BURLNGME_1_N001,-122.36
38.7398,Generation Node,APPLEHL_1_N004,-120.68
38.7398,Load Node,APPLEHL_1_N001,-120.68
38.7398,Load Node,APPLEHL_1_N002,-120.68
38.7398,Load Node,SPICAMIN_1_N001,-120.68
38.4715,Load Node,MONTERO_6_N004,-123.01
38.4715,Load Node,MONTERO_6_N001,-123.01
37.5529,Load Node,CAROLNDS_6_N001,-122.38
37.5529,Load Node,CAROLNDS_6_N002,-122.38
38.0425,Load Node,OLEMA_6_N001,-122.79
37.46,Load Node,NORTECH_1_N001,-121.76
37.26,Load Node,CPLECEF_1_N001,-121.64
37.26,Load Node,CPLECEF_1_N005,-121.64
37.25,Generation Node,LECEFGT1_7_B1,-121.77
38.6338,Load Node,LIMESTNE_6_N001,-120.98
38.6338,Load Node,LIMESTNE_6_N005,-120.98
37.6801,Load Node,LIVERMRE_6_N001,-121.78
37.6801,Load Node,LIVERMRE_6_N003,-121.78
37.3609,Load Node,MABURY_1_N001,-121.86
37.5363,Load Node,HILLSDLE_6_N001,-122.32
37.3154,Load Node,NEWMAN_6_B2,-121.02
37.3154,Load Node,NEWMAN_6_N001,-121.02
41.0642,Load Node,TRINIDAD_6_N001,-124.13
37.666,Load Node,IUKA_6_N001,-121.83
38.7302,Load Node,PLACERVL_1_N001,-120.79
37.3972,Load Node,LAWRENCE_1_N001,-122.01
37.3972,Load Node,LAWRENCE_1_N003,-122.01
37.3972,Load Node,LAWRENCE_1_N004,-122.01
37.3972,Generation Node,LAWRENCE_1_N006,-122.01
37.4578,Load Node,DIXONLD_1_N001,-121.92
37.4578,Load Node,DIXONLD_1_N002,-121.92
37.4578,Load Node,DIXONLD_1_N008,-121.92
37.3365,Load Node,CATALYST_7_N001,-121.88
37.3365,Generation Node,CATALYST_7_N002,-121.88
37.6696,Load Node,VINEYARD_6_N001,-121.85
36.8869,Load Node,OROLOMA_6_N001,-120.66
38.7302,Generation Node,PLCRVLB2_7_N001,-120.79
38.7302,Generation Node,PLCRVLB2_7_N002,-120.79
37.565,Load Node,BERESFRD_6_N001,-122.32
37.565,Load Node,BERESFRD_6_N002,-122.32
37.8078,Load Node,CLAMMNA_1_N001,-121.28
38.3097,Load Node,COTATI_6_N102,-122.73
38.3097,Load Node,COTATI_6_N101,-122.73
37.4091,Load Node,LOCKHD1_1_N001,-122.03
37.6726,Load Node,RADUM_6_N004,-121.86
37.6726,Load Node,RADUM_6_N001,-121.86
38.0299,Load Node,URICH_6_N001,-122.1
38.1456,Load Node,VICTOR_6_N001,-121.18
38.1456,Load Node,VICTOR_6_N002,-121.18
33.1372,Load Node,NARROWS_6_N010,-116.29
37.1295,Load Node,BIGBASN_6_N001,-122.17
36.6136,Load Node,SPENCE_6_N001,-121.57
38.693,Load Node,DMNDSPR_1_N001,-120.83
38.693,Load Node,DMNDSPR_1_N003,-120.83
37.9633,Load Node,STCKTNAR_6_N001,-121.32
37.4154,Load Node,MILPITAS_1_N001,-121.89
37.4154,Load Node,MILPITAS_1_N003,-121.89
37.4154,Load Node,MILPITAS_1_N005,-121.89
37.4154,Load Node,MILPITAS_1_N006,-121.89
37.4154,Generation Node,MILPITAS_1_N008,-121.89
37.41,Load Node,MOFTFLD_1_N002,-122.04
38.6596,Load Node,SHNGLESR_1_N103,-120.95
38.6596,Load Node,SHNGLESR_1_N001,-120.95
38.6596,Load Node,SHNGLESR_1_N004,-120.95
38.1998,Load Node,NBRANCH_6_N001,-120.72
33.1365,Load Node,ASH_6_N001,-117.07
33.1365,Load Node,ASH_6_N005,-117.07
33.1365,Load Node,ASH_6_N101,-117.07
39.1394,Load Node,MRYSVLLE_6_N001,-121.58
39.1394,Load Node,MRYSVLLE_6_N003,-121.58
39.932,Load Node,CORNING_6_N004,-122.19
39.932,Load Node,CORNING_6_N006,-122.19
39.932,Load Node,CORNING_6_N102,-122.19
37.9637,Load Node,HARDING_6_N001,-121.29
37.9637,Load Node,HARDING_6_N004,-121.29
38.0333,Generation Node,STAUFER_7_B1,-122.12
